Wall time,Step,Value,train_set,train_size,growth_factor,run,tag
1600445344.9797971,10000,34.69309616088867,libri,100,2.0,final,main_loss
1600446932.6829903,10100,33.17144012451172,libri,100,2.0,final,main_loss
1600448485.6817493,10200,39.47775268554688,libri,100,2.0,final,main_loss
1600450066.4206696,10300,32.378368377685554,libri,100,2.0,final,main_loss
1600450679.8442242,10332,45.70011901855469,libri,100,2.0,final,main_loss
1600451746.349739,10400,31.849367141723636,libri,100,2.0,final,main_loss
1600453336.8103173,10500,44.19750213623047,libri,100,2.0,final,main_loss
1600454909.7336807,10600,46.08325958251953,libri,100,2.0,final,main_loss
1600456481.3671718,10700,6.043174743652344,libri,100,2.0,final,main_loss
1600458052.2385788,10800,48.077613830566406,libri,100,2.0,final,main_loss
1600458541.9605207,10824,29.712106704711914,libri,100,2.0,final,main_loss
1600459760.1955078,10900,30.855735778808594,libri,100,2.0,final,main_loss
1600461331.721894,11000,23.678749084472656,libri,100,2.0,final,main_loss
1600462920.0105774,11100,26.61137390136719,libri,100,2.0,final,main_loss
1600464501.4278402,11200,32.21974563598633,libri,100,2.0,final,main_loss
1600466073.082099,11300,43.64606857299805,libri,100,2.0,final,main_loss
1600466412.9678247,11316,48.28165054321289,libri,100,2.0,final,main_loss
1600467715.118824,11400,26.256103515625,libri,100,2.0,final,main_loss
1600469318.3816824,11500,49.51683044433594,libri,100,2.0,final,main_loss
1600470920.5984974,11600,47.83148193359375,libri,100,2.0,final,main_loss
1600472478.9634473,11700,41.67333984375,libri,100,2.0,final,main_loss
1600474064.140491,11800,24.30653381347656,libri,100,2.0,final,main_loss
1600474282.677518,11808,41.90735626220703,libri,100,2.0,final,main_loss
1600475754.7268882,11900,30.68830108642578,libri,100,2.0,final,main_loss
1600477323.3815098,12000,22.853790283203125,libri,100,2.0,final,main_loss
1600478858.947249,12100,32.26036834716797,libri,100,2.0,final,main_loss
1600480426.4739847,12200,47.8541030883789,libri,100,2.0,final,main_loss
1600482096.6539807,12300,30.0279541015625,libri,100,2.0,final,main_loss
1600482097.3325365,12300,30.0279541015625,libri,100,2.0,final,main_loss
1600483628.3591347,100,449.024169921875,libri,100,8.0,final,main_loss
1600485150.6226845,200,360.5650634765625,libri,100,8.0,final,main_loss
1600486651.778427,300,366.624267578125,libri,100,8.0,final,main_loss
1600488119.887659,400,382.734619140625,libri,100,8.0,final,main_loss
1600489574.5377455,500,358.7742614746094,libri,100,8.0,final,main_loss
1600491045.3715718,600,366.328857421875,libri,100,8.0,final,main_loss
1600492498.302521,700,477.6358642578125,libri,100,8.0,final,main_loss
1600493964.4041734,800,380.50048828125,libri,100,8.0,final,main_loss
1600495376.6274345,900,406.810791015625,libri,100,8.0,final,main_loss
1600496827.8968046,1000,418.7021484375,libri,100,8.0,final,main_loss
1600498280.41831,1100,392.3502807617188,libri,100,8.0,final,main_loss
1600499727.6696405,1200,397.1709289550781,libri,100,8.0,final,main_loss
1600501172.2302132,1300,455.9379577636719,libri,100,8.0,final,main_loss
1600502638.8056035,1400,424.1287841796875,libri,100,8.0,final,main_loss
1600503832.4710553,1476,387.3389892578125,libri,100,8.0,final,main_loss
1600504179.3072524,1500,402.2182922363281,libri,100,8.0,final,main_loss
1600505632.7346635,1600,355.8013916015625,libri,100,8.0,final,main_loss
1600507073.6059327,1700,311.67864990234375,libri,100,8.0,final,main_loss
1600508508.7889404,1800,348.28955078125,libri,100,8.0,final,main_loss
1600509958.8838751,1900,372.11553955078125,libri,100,8.0,final,main_loss
1600511399.7145276,2000,436.553466796875,libri,100,8.0,final,main_loss
1600512860.8762093,2100,398.3138427734375,libri,100,8.0,final,main_loss
1600514288.4988008,2200,185.0334625244141,libri,100,8.0,final,main_loss
1600515734.914744,2300,354.2640075683594,libri,100,8.0,final,main_loss
1600517179.2296724,2400,390.62579345703125,libri,100,8.0,final,main_loss
1600518653.9432054,2500,381.9979553222656,libri,100,8.0,final,main_loss
1600520078.8929427,2600,426.7478942871094,libri,100,8.0,final,main_loss
1600521562.1775074,2700,412.0025939941406,libri,100,8.0,final,main_loss
1600523093.5463376,2800,382.3294982910156,libri,100,8.0,final,main_loss
1600524527.9463384,2900,297.62261962890625,libri,100,8.0,final,main_loss
1600525373.7870016,2952,229.4649353027344,libri,100,8.0,final,main_loss
1600526065.458547,3000,308.7501220703125,libri,100,8.0,final,main_loss
1600527549.4035132,3100,356.47528076171875,libri,100,8.0,final,main_loss
1600529044.2332535,3200,412.9681396484375,libri,100,8.0,final,main_loss
1600530516.8622346,3300,269.69024658203125,libri,100,8.0,final,main_loss
1600531980.077725,3400,281.69097900390625,libri,100,8.0,final,main_loss
1600533459.7135124,3500,469.7129821777344,libri,100,8.0,final,main_loss
1600534962.0422196,3600,373.59320068359375,libri,100,8.0,final,main_loss
1600536476.636408,3700,352.91070556640625,libri,100,8.0,final,main_loss
1600537963.8701034,3800,291.72998046875,libri,100,8.0,final,main_loss
1600539446.7937634,3900,305.2379150390625,libri,100,8.0,final,main_loss
1600540908.81054,4000,406.7543640136719,libri,100,8.0,final,main_loss
1600542396.979569,4100,302.90142822265625,libri,100,8.0,final,main_loss
1600543874.3011632,4200,351.98236083984375,libri,100,8.0,final,main_loss
1600545364.1771398,4300,72.04972076416016,libri,100,8.0,final,main_loss
1600546834.5268846,4400,404.1178588867188,libri,100,8.0,final,main_loss
1600547350.738453,4428,377.11236572265625,libri,100,8.0,final,main_loss
1600548424.3861527,4500,247.9477844238281,libri,100,8.0,final,main_loss
1600549880.1416075,4600,333.5511779785156,libri,100,8.0,final,main_loss
1600551336.4543626,4700,399.21368408203125,libri,100,8.0,final,main_loss
1600552820.691024,4800,272.3770751953125,libri,100,8.0,final,main_loss
1600554279.2040908,4900,361.92034912109375,libri,100,8.0,final,main_loss
1600555769.2952569,5000,479.918212890625,libri,100,8.0,final,main_loss
1600557235.9932976,5100,354.8409423828125,libri,100,8.0,final,main_loss
1600558743.719017,5200,321.20501708984375,libri,100,8.0,final,main_loss
1600560219.3702655,5300,390.4964599609375,libri,100,8.0,final,main_loss
1600561699.0227542,5400,406.4071044921875,libri,100,8.0,final,main_loss
1600563193.3314593,5500,431.2253723144531,libri,100,8.0,final,main_loss
1600564673.1165555,5600,207.17628479003903,libri,100,8.0,final,main_loss
1600566154.3438802,5700,408.554443359375,libri,100,8.0,final,main_loss
1600567631.7592163,5800,407.780517578125,libri,100,8.0,final,main_loss
1600569102.7926195,5900,154.82127380371094,libri,100,8.0,final,main_loss
1600569244.932383,5904,451.0251159667969,libri,100,8.0,final,main_loss
1600570670.5998347,6000,341.63446044921875,libri,100,8.0,final,main_loss
1600572149.2582314,6100,392.42669677734375,libri,100,8.0,final,main_loss
1600573609.225624,6200,314.12738037109375,libri,100,8.0,final,main_loss
1600575062.2178173,6300,308.23907470703125,libri,100,8.0,final,main_loss
1600576571.8971536,6400,416.24908447265625,libri,100,8.0,final,main_loss
1600578065.6790984,6500,356.5179443359375,libri,100,8.0,final,main_loss
1600579547.2212114,6600,412.72802734375,libri,100,8.0,final,main_loss
1600581026.218332,6700,332.42608642578125,libri,100,8.0,final,main_loss
1600582494.2457678,6800,372.3050537109375,libri,100,8.0,final,main_loss
1600583952.8503356,6900,403.4429321289063,libri,100,8.0,final,main_loss
1600585387.9279141,7000,308.13262939453125,libri,100,8.0,final,main_loss
1600586812.1074548,7100,352.67803955078125,libri,100,8.0,final,main_loss
1600588286.268232,7200,377.4254150390625,libri,100,8.0,final,main_loss
1600589723.4696918,7300,369.81036376953125,libri,100,8.0,final,main_loss
1600590954.7734995,7380,431.1165771484375,libri,100,8.0,final,main_loss
1600591244.2758586,7400,393.3125915527344,libri,100,8.0,final,main_loss
1600592698.712776,7500,346.4884948730469,libri,100,8.0,final,main_loss
1600594159.482578,7600,352.3153076171875,libri,100,8.0,final,main_loss
1600595616.078549,7700,144.01904296875,libri,100,8.0,final,main_loss
1600597105.6373081,7800,184.45730590820312,libri,100,8.0,final,main_loss
1600598543.5969806,7900,317.70166015625,libri,100,8.0,final,main_loss
1600599983.2903311,8000,273.04376220703125,libri,100,8.0,final,main_loss
1600601427.6120243,8100,141.42092895507812,libri,100,8.0,final,main_loss
1600602875.4547935,8200,316.66888427734375,libri,100,8.0,final,main_loss
1600604302.882279,8300,231.61761474609372,libri,100,8.0,final,main_loss
1600605767.9135973,8400,176.51690673828125,libri,100,8.0,final,main_loss
1600607210.3431096,8500,323.736328125,libri,100,8.0,final,main_loss
1600608644.874832,8600,278.29000854492193,libri,100,8.0,final,main_loss
1600610120.3384466,8700,327.12896728515625,libri,100,8.0,final,main_loss
1600611576.6703064,8800,385.6392822265625,libri,100,8.0,final,main_loss
1600612462.7871985,8856,305.19732666015625,libri,100,8.0,final,main_loss
1600613102.347025,8900,327.7464904785156,libri,100,8.0,final,main_loss
1600614523.122285,9000,315.8339538574219,libri,100,8.0,final,main_loss
1600615973.7804766,9100,339.41363525390625,libri,100,8.0,final,main_loss
1600617440.0780318,9200,178.72506713867188,libri,100,8.0,final,main_loss
1600618872.0207539,9300,327.810791015625,libri,100,8.0,final,main_loss
1600620333.231407,9400,220.73980712890625,libri,100,8.0,final,main_loss
1600621793.3487198,9500,380.6867065429688,libri,100,8.0,final,main_loss
1600623243.2697544,9600,395.1954956054688,libri,100,8.0,final,main_loss
1600624717.4588487,9700,232.7152862548828,libri,100,8.0,final,main_loss
1600626193.4303513,9800,318.87982177734375,libri,100,8.0,final,main_loss
1600627662.1302614,9900,379.5943603515625,libri,100,8.0,final,main_loss
1600629127.2051966,10000,352.47637939453125,libri,100,8.0,final,main_loss
1600630590.0152702,10100,246.95721435546875,libri,100,8.0,final,main_loss
1600632074.3563757,10200,324.62689208984375,libri,100,8.0,final,main_loss
1600633513.7734885,10300,362.0206909179688,libri,100,8.0,final,main_loss
1600634080.3125114,10332,285.4118347167969,libri,100,8.0,final,main_loss
1600635096.9796765,10400,311.974609375,libri,100,8.0,final,main_loss
1600636579.3983998,10500,301.6693115234375,libri,100,8.0,final,main_loss
1600638063.7072608,10600,313.4241943359375,libri,100,8.0,final,main_loss
1600639526.5831409,10700,191.7923889160156,libri,100,8.0,final,main_loss
1600641017.8881485,10800,348.18194580078125,libri,100,8.0,final,main_loss
1600642514.004762,10900,365.03125,libri,100,8.0,final,main_loss
1600644004.5258298,11000,277.1644287109375,libri,100,8.0,final,main_loss
1600645487.476295,11100,282.85205078125,libri,100,8.0,final,main_loss
1600646981.826567,11200,350.84197998046875,libri,100,8.0,final,main_loss
1600648457.8999612,11300,328.19085693359375,libri,100,8.0,final,main_loss
1600649938.838292,11400,355.6506042480469,libri,100,8.0,final,main_loss
1600651400.5084748,11500,371.2821044921875,libri,100,8.0,final,main_loss
1600652874.6472435,11600,424.80401611328125,libri,100,8.0,final,main_loss
1600654355.4492502,11700,288.273193359375,libri,100,8.0,final,main_loss
1600655856.0701087,11800,397.03125,libri,100,8.0,final,main_loss
1600656059.8761973,11808,295.71484375,libri,100,8.0,final,main_loss
1600657399.7694526,11900,368.2267456054688,libri,100,8.0,final,main_loss
1600658891.9213538,12000,342.8951416015625,libri,100,8.0,final,main_loss
1600660369.0654194,12100,342.48101806640625,libri,100,8.0,final,main_loss
1600661845.4443245,12200,373.7713623046875,libri,100,8.0,final,main_loss
1600663339.1434278,12300,271.53741455078125,libri,100,8.0,final,main_loss
1600664799.7138505,12400,187.6461639404297,libri,100,8.0,final,main_loss
1600666268.6241238,12500,349.4409484863281,libri,100,8.0,final,main_loss
1600667746.6354945,12600,287.58062744140625,libri,100,8.0,final,main_loss
1600669233.879131,12700,343.0032653808594,libri,100,8.0,final,main_loss
1600670733.3522506,12800,274.42169189453125,libri,100,8.0,final,main_loss
1600672238.0453012,12900,377.7340393066406,libri,100,8.0,final,main_loss
1600673701.2225206,13000,381.06878662109375,libri,100,8.0,final,main_loss
1600675159.5883136,13100,277.8944702148437,libri,100,8.0,final,main_loss
1600676623.629644,13200,321.1800231933594,libri,100,8.0,final,main_loss
1600677954.780593,13284,356.4978332519531,libri,100,8.0,final,main_loss
1600678201.6165745,13300,295.73236083984375,libri,100,8.0,final,main_loss
1600679701.3139539,13400,320.7977294921875,libri,100,8.0,final,main_loss
1600681181.8389769,13500,322.2919921875,libri,100,8.0,final,main_loss
1600682661.5894673,13600,300.63983154296875,libri,100,8.0,final,main_loss
1600684130.6342854,13700,259.193115234375,libri,100,8.0,final,main_loss
1600685585.2570472,13800,327.6383972167969,libri,100,8.0,final,main_loss
1600687033.6467574,13900,384.7801513671875,libri,100,8.0,final,main_loss
1600688493.2583337,14000,269.37216186523443,libri,100,8.0,final,main_loss
1600689963.7442458,14100,315.982177734375,libri,100,8.0,final,main_loss
1600691402.5086002,14200,364.73291015625,libri,100,8.0,final,main_loss
1600692883.3261306,14300,343.56500244140625,libri,100,8.0,final,main_loss
1600694452.0594542,100,347.036376953125,libri,100,-1.0,final,main_loss
1600695530.137702,165,421.44866943359375,libri,100,-1.0,final,main_loss
1600696063.3489006,200,278.9605712890625,libri,100,-1.0,final,main_loss
1600697573.8311856,300,141.53256225585938,libri,100,-1.0,final,main_loss
1600698099.9535403,330,348.3262023925781,libri,100,-1.0,final,main_loss
1600699167.993336,400,349.4273376464844,libri,100,-1.0,final,main_loss
1600700690.3921056,495,347.07476806640625,libri,100,-1.0,final,main_loss
1600700757.9892788,500,378.38873291015625,libri,100,-1.0,final,main_loss
1600702285.9833133,600,396.53985595703125,libri,100,-1.0,final,main_loss
1600703286.7757971,660,269.346435546875,libri,100,-1.0,final,main_loss
1600703877.9470508,700,313.8741455078125,libri,100,-1.0,final,main_loss
1600705391.7938838,800,387.82427978515625,libri,100,-1.0,final,main_loss
1600705845.7105575,825,151.3331298828125,libri,100,-1.0,final,main_loss
1600706975.2639065,900,347.3857421875,libri,100,-1.0,final,main_loss
1600708390.4568493,990,312.68212890625,libri,100,-1.0,final,main_loss
1600708543.1684,1000,351.7166748046875,libri,100,-1.0,final,main_loss
1600710040.6723444,1100,368.618408203125,libri,100,-1.0,final,main_loss
1600710967.8745296,1155,368.0709838867188,libri,100,-1.0,final,main_loss
1600711652.6344762,1200,347.7047119140625,libri,100,-1.0,final,main_loss
1600713172.1770296,1300,350.23284912109375,libri,100,-1.0,final,main_loss
1600713555.8336735,1320,371.5327758789063,libri,100,-1.0,final,main_loss
1600714782.3945718,1400,254.31655883789062,libri,100,-1.0,final,main_loss
1600716146.2243464,1485,285.46429443359375,libri,100,-1.0,final,main_loss
1600716375.5512855,1500,286.4294738769531,libri,100,-1.0,final,main_loss
1600717894.0946965,1600,290.38067626953125,libri,100,-1.0,final,main_loss
1600718736.8567634,1650,317.5897216796875,libri,100,-1.0,final,main_loss
1600719496.0571773,1700,264.8304443359375,libri,100,-1.0,final,main_loss
1600721046.5802493,1800,257.6669311523437,libri,100,-1.0,final,main_loss
1600721353.7202485,1815,116.7035903930664,libri,100,-1.0,final,main_loss
1600722649.4806306,1900,220.71763610839844,libri,100,-1.0,final,main_loss
1600723949.3237913,1980,263.030029296875,libri,100,-1.0,final,main_loss
1600724263.6325245,2000,279.03317260742193,libri,100,-1.0,final,main_loss
1600725755.619832,2100,262.02981567382807,libri,100,-1.0,final,main_loss
1600726522.8535526,2145,223.17745971679688,libri,100,-1.0,final,main_loss
1600727370.371649,2200,270.97311401367193,libri,100,-1.0,final,main_loss
1600728890.0459106,2300,235.53054809570312,libri,100,-1.0,final,main_loss
1600729126.025599,2310,159.26095581054688,libri,100,-1.0,final,main_loss
1600730499.3614323,2400,246.9205017089844,libri,100,-1.0,final,main_loss
1600731741.7374015,2475,262.34686279296875,libri,100,-1.0,final,main_loss
1600732139.2688198,2500,242.7373046875,libri,100,-1.0,final,main_loss
1600733654.3064375,2600,230.8367919921875,libri,100,-1.0,final,main_loss
1600734354.8636706,2640,243.65203857421875,libri,100,-1.0,final,main_loss
1600735281.8302734,2700,239.6890869140625,libri,100,-1.0,final,main_loss
1600736795.4707036,2800,248.4569396972656,libri,100,-1.0,final,main_loss
1600736967.234832,2805,239.72134399414062,libri,100,-1.0,final,main_loss
1600738421.4990795,2900,216.23452758789062,libri,100,-1.0,final,main_loss
1600739588.461962,2970,218.6169891357422,libri,100,-1.0,final,main_loss
1600740053.8048005,3000,70.31438446044922,libri,100,-1.0,final,main_loss
1600741597.0481672,3100,191.95877075195312,libri,100,-1.0,final,main_loss
1600742208.3348668,3135,162.17263793945312,libri,100,-1.0,final,main_loss
1600743210.543168,3200,174.99874877929688,libri,100,-1.0,final,main_loss
1600744847.474908,3300,157.91688537597656,libri,100,-1.0,final,main_loss
1600744848.1973288,3300,157.91688537597656,libri,100,-1.0,final,main_loss
1600746393.3308845,3400,167.68222045898438,libri,100,-1.0,final,main_loss
1600747469.9822311,3465,125.07975769042969,libri,100,-1.0,final,main_loss
1600747999.1452332,3500,82.84043884277344,libri,100,-1.0,final,main_loss
1600749531.9713724,3600,130.48904418945312,libri,100,-1.0,final,main_loss
1600750081.7807784,3630,51.83714294433594,libri,100,-1.0,final,main_loss
1600751144.63544,3700,139.18621826171878,libri,100,-1.0,final,main_loss
1600752697.9460676,3795,117.29839324951172,libri,100,-1.0,final,main_loss
1600752780.640681,3800,133.49464416503906,libri,100,-1.0,final,main_loss
1600754278.3082793,3900,133.92340087890622,libri,100,-1.0,final,main_loss
1600755272.2946901,3960,108.44760131835938,libri,100,-1.0,final,main_loss
1600755885.8804839,4000,144.83279418945312,libri,100,-1.0,final,main_loss
1600757425.6700013,4100,126.81304931640624,libri,100,-1.0,final,main_loss
1600757881.2060494,4125,79.72703552246094,libri,100,-1.0,final,main_loss
1599825166.745807,100,320.5127868652344,libri,100,0.0,final,main_loss
1599826242.7661912,165,387.7364501953125,libri,100,0.0,final,main_loss
1599826796.8271205,200,241.2977752685547,libri,100,0.0,final,main_loss
1599828330.3915641,300,92.6782684326172,libri,100,0.0,final,main_loss
1599828876.0335882,330,234.4425201416016,libri,100,0.0,final,main_loss
1599829951.7937903,400,222.20050048828125,libri,100,0.0,final,main_loss
1599831513.7474678,495,195.7535400390625,libri,100,0.0,final,main_loss
1599831585.3800547,500,198.6787414550781,libri,100,0.0,final,main_loss
1599833129.122465,600,120.06088256835938,libri,100,0.0,final,main_loss
1599834148.3156652,660,69.67341613769531,libri,100,0.0,final,main_loss
1599834753.476562,700,60.770729064941406,libri,100,0.0,final,main_loss
1599836337.581355,800,60.733619689941406,libri,100,0.0,final,main_loss
1599836810.7390733,825,22.8551025390625,libri,100,0.0,final,main_loss
1599837991.5885642,900,34.930648803710945,libri,100,0.0,final,main_loss
1599839465.744173,990,33.168441772460945,libri,100,0.0,final,main_loss
1599839630.8141484,1000,35.448463439941406,libri,100,0.0,final,main_loss
1599841159.5229285,1100,31.165515899658203,libri,100,0.0,final,main_loss
1599842100.0607686,1155,31.75654602050781,libri,100,0.0,final,main_loss
1599842803.9511895,1200,25.206809997558594,libri,100,0.0,final,main_loss
1599844350.5928302,1300,34.659622192382805,libri,100,0.0,final,main_loss
1599844751.0702903,1320,36.10650253295898,libri,100,0.0,final,main_loss
1599845982.258285,1400,17.698505401611328,libri,100,0.0,final,main_loss
1599847393.5696664,1485,20.89398193359375,libri,100,0.0,final,main_loss
1599847626.0581195,1500,16.314464569091793,libri,100,0.0,final,main_loss
1599849179.1097329,1600,20.765914916992188,libri,100,0.0,final,main_loss
1599850044.9814987,1650,21.29561424255371,libri,100,0.0,final,main_loss
1599850826.437731,1700,16.341411590576172,libri,100,0.0,final,main_loss
1599852378.9997494,1800,16.870376586914062,libri,100,0.0,final,main_loss
1599852688.7843518,1815,6.877287864685059,libri,100,0.0,final,main_loss
1599854005.7792134,1900,14.84341812133789,libri,100,0.0,final,main_loss
1599855318.56365,1980,14.73275089263916,libri,100,0.0,final,main_loss
1599855630.2538767,2000,12.396644592285154,libri,100,0.0,final,main_loss
1599857180.3060267,2100,16.011871337890625,libri,100,0.0,final,main_loss
1599857951.9690974,2145,13.309690475463867,libri,100,0.0,final,main_loss
1599858809.5282795,2200,14.22555160522461,libri,100,0.0,final,main_loss
1599860363.7753012,2300,12.32675552368164,libri,100,0.0,final,main_loss
1599860597.8295875,2310,10.943639755249023,libri,100,0.0,final,main_loss
1599861985.953815,2400,8.701737403869629,libri,100,0.0,final,main_loss
1599863226.6390047,2475,11.790329933166506,libri,100,0.0,final,main_loss
1599863629.5987275,2500,7.386890411376952,libri,100,0.0,final,main_loss
1599865162.7736375,2600,13.085577011108398,libri,100,0.0,final,main_loss
1599865872.8362546,2640,14.046321868896484,libri,100,0.0,final,main_loss
1599866801.9281733,2700,8.594646453857424,libri,100,0.0,final,main_loss
1599868363.0702882,2800,11.902883529663086,libri,100,0.0,final,main_loss
1599868539.7620535,2805,15.415843963623047,libri,100,0.0,final,main_loss
1599869973.2677321,2900,9.240837097167967,libri,100,0.0,final,main_loss
1599871170.1234512,2970,9.508113861083984,libri,100,0.0,final,main_loss
1599871627.8350868,3000,6.593635559082031,libri,100,0.0,final,main_loss
1599873225.5637875,3100,11.01797580718994,libri,100,0.0,final,main_loss
1599873843.9828758,3135,6.679094314575195,libri,100,0.0,final,main_loss
1599874840.975394,3200,10.38644790649414,libri,100,0.0,final,main_loss
1599876501.579542,3300,9.642284393310547,libri,100,0.0,final,main_loss
1599876502.3066187,3300,9.642284393310547,libri,100,0.0,final,main_loss
1599878071.8856328,3400,9.48108959197998,libri,100,0.0,final,main_loss
1599879153.1496873,3465,8.264833450317383,libri,100,0.0,final,main_loss
1599879694.7245867,3500,3.0138907432556152,libri,100,0.0,final,main_loss
1599881257.488108,3600,8.826385498046875,libri,100,0.0,final,main_loss
1599881816.556075,3630,4.823761940002441,libri,100,0.0,final,main_loss
1599882902.2681775,3700,5.750042915344237,libri,100,0.0,final,main_loss
1599884464.0467794,3795,4.046403408050537,libri,100,0.0,final,main_loss
1599884541.6730325,3800,7.788984775543213,libri,100,0.0,final,main_loss
1599886107.6971369,3900,7.1359009742736825,libri,100,0.0,final,main_loss
1599887137.289708,3960,8.532554626464844,libri,100,0.0,final,main_loss
1599887759.1680305,4000,8.85453987121582,libri,100,0.0,final,main_loss
1599889329.775019,4100,3.801231861114502,libri,100,0.0,final,main_loss
1599889796.2632608,4125,5.463797569274902,libri,100,0.0,final,main_loss
